2023-08-19 12:20:20.165576	1692415220.165653	29.1149	1008.6071	59.6555	38.4591	
2023-08-19 12:20:20.165576	1692415220.165653	29.1149	1008.6071	59.6555	38.4591	
2023-08-19 12:20:20.978299	1692415220.9783409	29.1149	1008.6071	59.6555	38.4591	
2023-08-19 12:20:20.978299	1692415220.9783409	29.1149	1008.6071	59.6555	38.4591	
2023-08-19 12:20:21.784071	1692415221.7841127	29.1251	1008.6235	59.562	38.3168	
2023-08-19 12:20:21.784071	1692415221.7841127	29.1251	1008.6235	59.562	38.3168	
2023-08-19 12:20:22.589837	1692415222.5898783	29.1098	1008.6256	59.579	38.296	
2023-08-19 12:20:22.589837	1692415222.5898783	29.1098	1008.6256	59.579	38.296	
2023-08-19 12:20:23.395738	1692415223.395782	29.1149	1008.6605	59.5088	37.9906	
2023-08-19 12:20:23.395738	1692415223.395782	29.1149	1008.6605	59.5088	37.9906	
2023-08-19 12:20:24.201542	1692415224.2015867	29.1149	1008.6338	59.4736	38.2248	
2023-08-19 12:20:24.201542	1692415224.2015867	29.1149	1008.6338	59.4736	38.2248	
2023-08-19 12:20:25.007820	1692415225.0078726	29.1098	1008.6523	59.4089	38.0618	
2023-08-19 12:20:25.007820	1692415225.0078726	29.1098	1008.6523	59.4089	38.0618	
2023-08-19 12:20:25.814524	1692415225.8145769	29.1098	1008.6523	59.4089	38.0618	
2023-08-19 12:20:25.814524	1692415225.8145769	29.1098	1008.6523	59.4089	38.0618	
2023-08-19 12:20:26.621169	1692415226.6212206	29.1098	1008.6256	59.3678	38.296	
2023-08-19 12:20:26.621169	1692415226.6212206	29.1098	1008.6256	59.3678	38.296	
2023-08-19 12:20:27.427931	1692415227.4279826	29.0996	1008.6626	59.3381	37.9699	
2023-08-19 12:20:27.427931	1692415227.4279826	29.0996	1008.6626	59.3381	37.9699	
