datetime(PDT),elapsed time,lat,lon,result,judge_count,area_count,rotate_count,add_pwr,isHuman
2023-09-05 01:53:08.784417,165.28776931762695,0,1,0.03988013,0,0
2023-09-05 01:53:09.576965,166.08029341697693,0,2,0.046666574,0,0
2023-09-05 01:53:10.371312,166.8746428489685,0,3,0.04486398,0,0
2023-09-05 01:53:11.155981,167.6593098640442,0,4,0.020274637,0,0
2023-09-05 01:53:11.943330,168.44665789604187,0,5,0.018932698,0,0
2023-09-05 01:53:12.730827,169.23415541648865,0,6,0.017775029,0,0
2023-09-05 01:53:13.562819,170.06614875793457,0,7,0.060212865,0,0
2023-09-05 01:53:14.344937,170.8482677936554,0,8,0.04135661,0,0
2023-09-05 01:53:15.134680,171.63800930976868,0,9,0.115001,0,0
2023-09-05 01:53:15.931760,172.4350872039795,0,10,0.017537963,0,0
2023-09-05 01:53:34.544057,191.04739332199097,1,0,0.011570588,0,0
2023-09-05 01:53:38.154731,194.65805912017822,1,1,0.022031799,0,0
2023-09-05 01:53:38.943695,195.44702315330505,1,2,0.03175109,0,0
2023-09-05 01:53:39.737643,196.24097061157227,1,3,0.031688485,0,0
2023-09-05 01:53:40.530214,197.03354239463806,1,4,0.039298832,0,0
2023-09-05 01:53:41.320307,197.82363605499268,1,5,0.034611687,0,0
2023-09-05 01:53:42.114029,198.61735773086548,1,6,0.04297794,0,0
2023-09-05 01:53:42.943109,199.44643783569336,1,7,0.015658695,0,0
2023-09-05 01:53:43.740175,200.24350428581238,1,8,0.039119422,0,0
2023-09-05 01:53:44.561946,201.0652735233307,1,9,0.14917397,0,0
2023-09-05 01:53:45.368893,201.8722207546234,1,10,0.016174037,0,0
2023-09-05 01:53:45.908828,202.41215801239014,1,10,0.9871142,1,0
2023-09-05 01:53:46.474167,202.97749757766724,1,10,0.7776183,2,0
2023-09-05 01:54:10.442031,226.94536757469177,2,0,0.052868985,0,0
2023-09-05 01:54:15.027951,231.53127932548523,2,1,0.039254222,0,0
2023-09-05 01:54:15.819134,232.32246232032776,2,2,0.100049205,0,0
2023-09-05 01:54:16.606637,233.10996556282043,2,3,0.10463336,0,0
2023-09-05 01:54:17.393835,233.89716339111328,2,4,0.032715414,0,0
2023-09-05 01:54:18.181860,234.68518781661987,2,5,0.010492195,0,0
2023-09-05 01:54:18.986437,235.48976492881775,2,6,0.0070631695,0,0
2023-09-05 01:54:19.804151,236.30747938156128,2,7,0.022372909,0,0
2023-09-05 01:54:20.598041,237.1013686656952,2,8,0.04024182,0,0
2023-09-05 01:54:21.156173,237.65950441360474,2,8,0.9986046,1,0
2023-09-05 01:54:21.734863,238.23819541931152,2,8,0.9975677,2,0
2023-09-05 01:54:22.305719,238.8090488910675,2,8,0.9989786,3,0
2023-09-05 01:54:22.844773,239.34810328483582,2,8,0.9978598,3,1
