datetime,elapsed time,lat,lon,result,judge_count,area_count,rotate_count,add_pwr,isHuman
2023-09-03 02:31:32.164655,126.47886157035828,35.924313,139.912442,0.0055482276,0,0,1,0,0
2023-09-03 02:31:34.177907,128.4921154975891,35.924314,139.912445,0.043590818,0,0,2,0,0
2023-09-03 02:31:36.177923,130.49213123321533,35.924315,139.912445,0.013666962,0,0,3,0,0
2023-09-03 02:31:38.212119,132.52632689476013,35.924315,139.912444,0.006716287,0,0,4,0,0
2023-09-03 02:31:40.203500,134.51770734786987,35.924314,139.912444,0.02053574,0,0,5,0,0
2023-09-03 02:31:42.200908,136.51512050628662,35.924314,139.912445,0.026337031,0,0,6,5,0
2023-09-03 02:31:44.249036,138.56324315071106,35.924315,139.912446,0.05032522,0,0,7,5,0
2023-09-03 02:31:46.243289,140.55749678611755,35.924314,139.912446,0.05408011,0,0,8,5,0
2023-09-03 02:31:48.254739,142.5689513683319,35.924312,139.912446,0.05373395,0,0,9,5,0
2023-09-03 02:31:49.299514,143.61372065544128,35.924312,139.912446,0.14509994,0,0,10,5,0
2023-09-03 02:31:51.295003,145.60921049118042,35.924312,139.912446,0.056486562,0,0,11,5,0
2023-09-03 02:31:53.289865,147.60407185554504,35.924312,139.912445,0.07184144,0,0,12,5,0
2023-09-03 02:31:55.299391,149.61359930038452,35.924311,139.912441,0.003850927,0,0,13,5,0
2023-09-03 02:31:57.294973,151.60917973518372,35.924312,139.912441,0.0025729905,0,0,14,5,0
2023-09-03 02:31:59.290132,153.60434365272522,35.924312,139.912439,0.0025061641,0,0,15,5,0
2023-09-03 02:32:01.337969,155.6521759033203,35.924312,139.91244,0.0032377616,0,0,16,5,0
2023-09-03 02:32:03.338110,157.65231823921204,35.924314,139.91244,0.0025090233,0,0,17,5,0
2023-09-03 02:32:05.336164,159.65037894248962,35.924315,139.91244,0.002345711,0,0,18,5,0
2023-09-03 02:32:06.371491,160.6856973171234,35.924315,139.91244,0.002706949,0,0,19,5,0
2023-09-03 02:32:08.372364,162.68657231330872,35.924315,139.912441,0.008549708,0,0,20,5,0
2023-09-03 02:32:10.366163,164.68037104606628,35.924316,139.912442,0.0068368036,0,0,21,5,0
2023-09-03 02:32:12.440870,166.75507760047913,35.924316,139.912445,0.003575993,0,0,22,5,0
2023-09-03 02:32:14.434703,168.7489104270935,35.924316,139.912447,0.033825163,0,0,23,5,0
2023-09-03 02:32:16.430685,170.74489736557007,35.924316,139.912448,0.007449952,0,0,24,5,0
2023-09-03 02:32:36.573686,190.88789653778076,35.924415,139.912435,0.006995718,0,1,0,5,0
2023-09-03 02:32:41.347592,195.66179943084717,35.924414,139.912434,0.0026151065,0,1,1,0,0
2023-09-03 02:32:43.348526,197.66273403167725,35.924415,139.912434,0.004404533,0,1,2,0,0
2023-09-03 02:32:45.340283,199.6544952392578,35.924415,139.912437,0.0024550508,0,1,3,0,0
2023-09-03 02:32:47.396458,201.71066427230835,35.924415,139.912438,0.010646704,0,1,4,0,0
2023-09-03 02:32:49.391046,203.7052538394928,35.924416,139.912439,0.059700165,0,1,5,0,0
2023-09-03 02:32:51.385976,205.7001883983612,35.924417,139.91244,0.024115501,0,1,6,5,0
2023-09-03 02:32:53.435537,207.74974465370178,35.924417,139.912441,0.023452135,0,1,7,5,0
2023-09-03 02:32:55.429450,209.74365758895874,35.924416,139.912441,0.03241884,0,1,8,5,0
2023-09-03 02:32:56.418953,210.73316025733948,35.924418,139.912442,0.10722083,0,1,9,5,0
2023-09-03 02:32:58.458971,212.77317786216736,35.924419,139.912441,0.05208994,0,1,10,5,0
2023-09-03 02:33:00.454941,214.76915168762207,35.924419,139.912439,0.029845405,0,1,11,5,0
2023-09-03 02:33:02.481794,216.7960069179535,35.924418,139.912438,0.005855951,0,1,12,5,0
2023-09-03 02:33:04.558408,218.8726146221161,35.92442,139.912434,0.0039943624,0,1,13,5,0
2023-09-03 02:33:06.555200,220.86940717697144,35.924418,139.912436,0.0032654821,0,1,14,5,0
2023-09-03 02:33:08.551488,222.86570286750793,35.924418,139.912435,0.0042555323,0,1,15,5,0
2023-09-03 02:33:10.607607,224.92181420326233,35.924418,139.912433,0.0019972431,0,1,16,5,0
2023-09-03 02:33:12.600132,226.91434025764465,35.92442,139.912433,0.004506403,0,1,17,5,0
2023-09-03 02:33:13.626792,227.94100308418274,35.924419,139.912435,0.0035640327,0,1,18,5,0
2023-09-03 02:33:15.662955,229.97716283798218,35.924418,139.912435,0.009913731,0,1,19,5,0
2023-09-03 02:33:17.658946,231.9731526374817,35.92442,139.912436,0.01279597,0,1,20,5,0
2023-09-03 02:33:19.673207,233.98741960525513,35.92442,139.912433,0.025617998,0,1,21,5,0
2023-09-03 02:33:21.750631,236.06483936309814,35.924419,139.912432,0.06762771,0,1,22,5,0
2023-09-03 02:33:23.751605,238.06581258773804,35.92442,139.912433,0.08341662,0,1,23,5,0
2023-09-03 02:33:25.754756,240.06896805763245,35.924421,139.912433,0.021750176,0,1,24,5,0
2023-09-03 02:33:48.167010,262.481219291687,35.924302,139.912342,0.01256853,0,2,0,5,0
2023-09-03 02:33:52.949230,267.2634382247925,35.924298,139.912338,0.008007546,0,2,1,5,0
2023-09-03 02:33:54.960917,269.2751257419586,35.924298,139.912337,0.002598453,0,2,2,5,0
2023-09-03 02:33:56.958560,271.2727723121643,35.924298,139.912336,0.005297546,0,2,3,5,0
2023-09-03 02:33:58.983209,273.2974169254303,35.924298,139.912336,0.008605746,0,2,4,5,0
2023-09-03 02:34:00.976774,275.29098105430603,35.924298,139.912336,0.0024420726,0,2,5,5,0
2023-09-03 02:34:02.971786,277.28599858283997,35.924298,139.912338,0.003377346,0,2,6,5,0
2023-09-03 02:34:05.015282,279.3294897079468,35.924298,139.912339,0.0024671014,0,2,7,5,0
2023-09-03 02:34:07.011138,281.325345993042,35.924298,139.91234,0.004632057,0,2,8,5,0
2023-09-03 02:34:09.006310,283.32052278518677,35.924299,139.912341,0.051112734,0,2,9,5,0
2023-09-03 02:34:11.058457,285.37266421318054,35.924299,139.912341,0.012137688,0,2,10,5,0
2023-09-03 02:34:13.068108,287.3823149204254,35.924298,139.912341,0.03030357,0,2,11,5,0
2023-09-03 02:34:15.064529,289.3787405490875,35.924299,139.912341,0.04171213,0,2,12,5,0
2023-09-03 02:34:17.089869,291.40407729148865,35.924298,139.912339,0.073473364,0,2,13,5,0
2023-09-03 02:34:19.084514,293.39872097969055,35.924297,139.912339,0.016848477,0,2,14,5,0
2023-09-03 02:34:21.080765,295.39497661590576,35.924297,139.912338,0.008434713,0,2,15,5,0
2023-09-03 02:34:22.122223,296.43642926216125,35.924296,139.912337,0.00415697,0,2,16,5,0
2023-09-03 02:34:24.119572,298.433780670166,35.924296,139.912336,0.004416594,0,2,17,5,0
2023-09-03 02:34:26.119952,300.4341595172882,35.924297,139.912337,0.0065755034,0,2,18,5,0
2023-09-03 02:34:28.114679,302.4288880825043,35.924297,139.912336,0.0030308233,0,2,19,5,0
2023-09-03 02:34:30.113136,304.427344083786,35.924298,139.912337,0.0047786096,0,2,20,5,0
2023-09-03 02:34:32.110388,306.42460107803345,35.924297,139.912337,0.0029330645,0,2,21,5,0
2023-09-03 02:34:34.164029,308.47823572158813,35.924298,139.912341,0.0056383116,0,2,22,5,0
2023-09-03 02:34:36.162968,310.47717547416687,35.924298,139.912342,0.014813593,0,2,23,5,0
2023-09-03 02:34:38.160892,312.47510838508606,35.924297,139.912344,0.017005386,0,2,24,5,0
2023-09-03 02:35:02.677497,336.99170660972595,35.924196,139.912472,0.015197939,0,3,0,5,0
2023-09-03 02:35:07.461799,341.77600622177124,35.9242,139.912478,0.028008029,0,3,1,0,0
2023-09-03 02:35:09.457846,343.7720534801483,35.9242,139.912479,0.004558536,0,3,2,0,0
2023-09-03 02:35:11.478727,345.7929391860962,35.9242,139.91248,0.016651573,0,3,3,0,0
2023-09-03 02:35:13.511205,347.82541275024414,35.924199,139.91248,0.041751288,0,3,4,0,0
2023-09-03 02:35:15.509916,349.8241243362427,35.924197,139.912479,0.048764512,0,3,5,0,0
2023-09-03 02:35:17.509934,351.8241455554962,35.924196,139.912479,0.083177015,0,3,6,5,0
