datetime,elapsed time,lat,lon,result,judge_count,area_count,rotate_count,add_pwr,isHuman
2023-09-01 19:10:29.472866,79.26767659187317,35.924372,139.911345,0.15626998,0,0,1,0,0
2023-09-01 19:10:30.286508,80.08129453659058,35.924372,139.911345,0.08112135,0,0,2,0,0
2023-09-01 19:10:31.103100,80.89788746833801,35.924372,139.911345,0.025517896,0,0,3,0,0
2023-09-01 19:10:31.910227,81.70501017570496,35.924372,139.911345,0.030749533,0,0,4,0,0
2023-09-01 19:10:32.690021,82.48480606079102,35.924372,139.911345,0.01955133,0,0,5,0,0
2023-09-01 19:10:33.465432,83.26021885871887,35.924372,139.911345,0.012957543,0,0,6,5,0
2023-09-01 19:10:34.277133,84.07191824913025,35.924372,139.911345,0.027204102,0,0,7,5,0
2023-09-01 19:10:35.075039,84.86982202529907,35.924372,139.911345,0.05329246,0,0,8,5,0
2023-09-01 19:10:35.598783,85.39356708526611,35.924372,139.911345,0.9977289,1,0,8,5,0
2023-09-01 19:10:36.134050,85.9288341999054,35.924372,139.911345,0.99951696,2,0,8,5,0
2023-09-01 19:10:36.659864,86.45464897155762,35.924372,139.911345,0.99926645,3,0,8,5,0
2023-09-01 19:10:37.186417,86.98120164871216,35.924372,139.911345,0.9986603,3,0,8,5,1
