datetime(PDT),elapsed time,N,W,target_azimuth,control
2023-09-05 01:52:07.663816,104.16714668273926,35.924029,139.911958,55.73817798302646,1.5192518449189834
2023-09-05 01:52:13.139213,109.64264035224915,35.924071,139.912,57.745930627440245,-0.20392384583858814
2023-09-05 01:52:18.612051,115.11538410186768,35.924136,139.912066,61.90738439631022,10.697558249123972
2023-09-05 01:52:24.083904,120.58723473548889,35.924188,139.912126,66.34224815386169,3.406959159803421
2023-09-05 01:52:29.561896,126.0652277469635,35.924246,139.912203,73.74647314447103,1.4116593460502145
2023-09-05 01:52:36.046274,132.54960560798645,35.924287,139.912289,81.8697640084322,16.11328459567744
2023-09-05 01:52:42.531625,139.0349578857422,35.924321,139.912381,102.55383416935257,-76.25267640666533
2023-09-05 01:52:55.010731,151.51406288146973,35.924309,139.912401,92.6517365137214,-21.195081461517645
2023-09-05 01:53:25.877404,182.3807351589203,35.924313,139.912431,10.80119703621854,-9.043430529913095
2023-09-05 01:53:31.349393,187.85272479057312,35.924354,139.912427,18.215812062737687,2.494884276914945
2023-09-05 01:53:56.314164,212.8174979686737,35.92443,139.912445,222.9832311420795,-3.3246644595843122
2023-09-05 01:54:01.783091,218.28642177581787,35.924394,139.912417,226.5480310890403,3.171363614130769
2023-09-05 01:54:07.252209,223.7555446624756,35.924345,139.912381,238.67353637435673,4.415987345609437
2023-09-05 01:54:34.381905,250.88523721694946,35.9243,139.912328,254.78211132405104,-25.315393060024206
2023-09-05 01:54:39.849376,256.35270738601685,35.92428,139.912273,257.24079647403806,2.3648037823486447
2023-09-05 01:54:45.319367,261.8226990699768,35.924254,139.912205,263.6800929797035,6.618149296889953
2023-09-05 01:54:51.791093,268.294424533844,35.924241,139.912175,270.06226131768983,144.52458352571546
2023-09-05 01:54:57.259468,273.7627990245819,35.924244,139.912171,268.12997726346964,115.88851786452972
2023-09-05 01:55:03.735688,280.23901987075806,35.924248,139.912163,265.20835133038224,125.63443007048136
