datetime,elapsed time,N,W
2023-09-02 21:16:47.993177,37.24155306816101,35.923927,139.912583
2023-09-02 21:20:44.352842,273.60121631622314,35.924135,139.912316
2023-09-02 21:21:39.661048,328.90942430496216,35.924308,139.912427
2023-09-02 21:23:13.258770,422.507141828537,35.924318,139.912434
2023-09-02 21:34:56.775563,1126.0239386558533,35.924231,139.912089
2023-09-02 21:35:24.850616,1154.0989911556244,35.924231,139.912084
2023-09-02 21:36:26.872188,1216.1205596923828,35.924222,139.912069
2023-09-02 21:36:28.870449,1218.1188192367554,35.92422,139.912066
2023-09-02 21:36:30.906338,1220.1547095775604,35.924222,139.912067
2023-09-02 21:36:32.899733,1222.1481039524078,35.924222,139.912068
2023-09-02 21:36:36.640666,1225.8890407085419,35.924222,139.912069
2023-09-02 21:36:38.692235,1227.9406051635742,35.924221,139.912052
2023-09-02 21:36:40.684390,1229.9327609539032,35.924219,139.91205
2023-09-02 21:36:42.683739,1231.932109594345,35.924219,139.912051
2023-09-02 21:36:44.716156,1233.964527130127,35.924219,139.91205
2023-09-02 21:36:46.708887,1235.9572579860687,35.924219,139.91205
2023-09-02 21:36:48.705276,1237.9536471366882,35.924217,139.912051
2023-09-02 21:36:50.729323,1239.9776937961578,35.924216,139.912049
2023-09-02 21:36:52.725265,1241.9736359119415,35.924217,139.912048
2023-09-02 21:36:54.722644,1243.9710149765015,35.924217,139.912048
2023-09-02 21:36:56.744270,1245.9926416873932,35.924217,139.912049
2023-09-02 21:36:57.734199,1246.9825706481934,35.924217,139.912049
2023-09-02 21:36:59.731817,1248.9801881313324,35.924218,139.912049
2023-09-02 21:37:01.794286,1251.0426564216614,35.924218,139.91205
2023-09-02 21:37:03.790067,1253.0384373664856,35.92422,139.912051
2023-09-02 21:37:05.783913,1255.0322842597961,35.924222,139.912052
2023-09-02 21:37:07.827963,1257.0763337612152,35.92422,139.912051
2023-09-02 21:37:09.819692,1259.0680618286133,35.924219,139.912051
2023-09-02 21:37:11.817728,1261.0660979747772,35.924219,139.912051
2023-09-02 21:37:14.847069,1264.0954399108887,35.924217,139.91205
2023-09-02 21:37:16.848448,1266.096819639206,35.924218,139.912048
2023-09-02 21:37:18.894645,1268.1430163383484,35.924218,139.912049
2023-09-02 21:37:20.886513,1270.134883403778,35.924215,139.91205
2023-09-02 21:37:22.883119,1272.131490945816,35.924214,139.91205
2023-09-02 21:37:26.670396,1275.9187667369843,35.924217,139.91205
2023-09-02 21:37:28.668023,1277.9163942337036,35.924214,139.912035
2023-09-02 21:37:30.715362,1279.9637331962585,35.92421,139.912033
2023-09-02 21:37:32.708776,1281.9571478366852,35.924208,139.912033
2023-09-02 21:37:36.446747,1285.695122718811,35.92421,139.912034
2023-09-02 21:37:40.211161,1289.4595317840576,35.924208,139.912026
2023-09-02 21:37:42.207765,1291.456135749817,35.92421,139.912028
2023-09-02 21:37:45.990160,1295.2385296821594,35.92421,139.912029
2023-09-02 21:37:46.985821,1296.2341916561127,35.924211,139.912029
2023-09-02 21:37:50.733092,1299.9814672470093,35.924211,139.912029
2023-09-02 21:37:54.523769,1303.7721395492554,35.924212,139.912034
2023-09-02 21:37:58.261443,1307.5098178386688,35.924212,139.912037
2023-09-02 21:38:00.297762,1309.5461325645447,35.924211,139.912055
2023-09-02 21:38:03.294547,1312.5429184436798,35.92421,139.912058
2023-09-02 21:38:05.343671,1314.5920431613922,35.924209,139.912057
