datetime,elapsed time,lat,lon,distance_to_goal,area_ratio,angle,add_pwr,isReach_goal
2023-09-01 22:54:13.391396,212.36911034584045,Image Guide Sequence: Start
2023-09-01 22:54:17.187602,216.16531014442444,35.924108,139.912453,3.024733149952911,0,0,0,0
2023-09-01 22:54:19.174380,218.15208888053894,35.924108,139.912453,3.567786901111595,0,0,0,0
2023-09-01 22:54:21.162605,220.14031457901,35.924108,139.912453,3.54424405624183,0,0,0,0
2023-09-01 22:54:23.205384,222.1830930709839,35.924109,139.912453,3.6327648993435306,0,0,0,0
2023-09-01 22:54:25.196046,224.1737551689148,35.924109,139.912453,3.594602062834803,0,0,0,0
2023-09-01 22:54:26.186424,225.16413259506226,35.924108,139.912454,3.594602062834803,0,0,0,0
2023-09-01 22:54:28.218943,227.19666051864624,35.924107,139.912454,3.6327648993435306,0,0,0,0
2023-09-01 22:54:30.245892,229.22360253334045,35.924106,139.912452,3.7021306781346306,0,3,0,0
2023-09-01 22:54:32.249952,231.22766184806824,35.924106,139.912451,3.435087611371065,0,2,5,0
2023-09-01 22:54:34.237648,233.21535682678223,35.924105,139.91245,3.239206174685573,0,0,5,0
2023-09-01 22:54:36.288214,235.26592683792114,35.924105,139.912449,3.239206174685573,0,0,5,0
2023-09-01 22:54:38.278434,237.25614309310913,35.924104,139.912448,3.0607904163041315,0,0,5,0
2023-09-01 22:54:40.265089,239.24279880523682,35.924103,139.912448,3.1350812269679595,0,0,5,0
2023-09-01 22:54:42.339260,241.31697869300842,35.924102,139.912446,2.944206356798349,0,0,5,0
2023-09-01 22:54:43.355441,242.33315086364746,35.924102,139.912446,2.846532177364968,0,0,5,0
2023-09-01 22:54:45.342130,244.31984043121338,35.924103,139.912445,2.7644299852654157,0,0,5,0
2023-09-01 22:54:47.330489,246.30819725990295,35.924101,139.91244,2.301615820461739,0,0,5,0
2023-09-01 22:54:49.357964,248.3356728553772,35.924101,139.912439,2.301615820461739,0,0,5,0
2023-09-01 22:54:51.346275,250.323983669281,35.9241,139.912438,2.129246758157797,0,0,5,0
2023-09-01 22:54:53.338119,252.31582880020142,35.924101,139.912438,2.1211362988446556,0,0,5,0
2023-09-01 22:54:55.357967,254.33567547798157,35.924102,139.91244,2.2158250612936827,0,0,5,0
2023-09-01 22:54:57.347345,256.32505440711975,35.924103,139.912441,2.3959710226317856,0,0,5,0
2023-09-01 22:55:00.338229,259.31594371795654,35.924103,139.912444,2.584754477073096,0,0,5,0
2023-09-01 22:55:02.365942,261.34365224838257,35.924104,139.912445,2.776871970261391,0,0,5,0
2023-09-01 22:55:04.358924,263.3366355895996,35.924105,139.912444,2.776871970261391,0,0,5,0
2023-09-01 22:55:06.349302,265.3270118236542,35.924104,139.912444,2.68743635534806,0,0,5,0
2023-09-01 22:55:08.372880,267.3505892753601,35.924103,139.912441,2.5980570653259147,0,0,5,0
2023-09-01 22:55:10.366014,269.34372448921204,35.924103,139.912441,2.5087401225619743,0,0,5,0
2023-09-01 22:55:12.353255,271.33096385002136,35.924103,139.91244,2.3058911202781984,0,0,5,0
2023-09-01 22:55:14.377600,273.35530972480774,35.924102,139.912436,2.1257746075178794,0,0,5,0
2023-09-01 22:55:16.365840,275.343549489975,35.924106,139.912437,2.063373761823727,0,0,5,0
2023-09-01 22:55:18.358918,277.3366312980652,35.924109,139.912437,2.1862118820981786,0,0,5,0
2023-09-01 22:55:20.381248,279.35895681381226,35.92411,139.912438,2.3585885334953445,0,0,5,0
2023-09-01 22:55:22.370759,281.3484745025635,35.92411,139.91244,2.522133217345674,0,0,5,0
2023-09-01 22:55:24.358878,283.3365888595581,35.924112,139.912441,2.700358583693116,0,0,5,0
2023-09-01 22:55:26.382013,285.3597228527069,35.924113,139.912441,2.700358583693116,0,0,5,0
2023-09-01 22:55:28.379495,287.3572041988373,35.924112,139.912439,2.700358583693116,0,1,5,0
