datetime,elapsed time,lat,lon,distance_to_goal,area_ratio,angle,add_pwr,isReach_goal
2023-09-01 19:15:08.116262,117.91296744346619,Image Guide Sequence: Start
2023-09-01 19:15:11.891925,121.6886351108551,35.92411,139.911383,3.229181294807811,0,0,0,0
2023-09-01 19:15:12.876147,122.67285680770874,35.92411,139.911384,3.229181294775722,0,0,0,0
2023-09-01 19:15:13.863316,123.66002655029297,35.924112,139.911384,3.451076210550036,0,0,0,0
2023-09-01 19:15:14.844900,124.64161086082458,35.924113,139.911383,3.5620246141957552,0,0,0,0
2023-09-01 19:15:15.830852,125.62756299972534,35.924115,139.911381,3.7903751103147267,0,0,0,0
2023-09-01 19:15:16.844643,126.64135813713074,35.924115,139.911381,3.7903751103147267,0,0,5,0
2023-09-01 19:15:17.870438,127.66714835166931,35.924116,139.911382,3.896963615121756,0,0,5,0
2023-09-01 19:15:18.854029,128.65073919296265,35.924116,139.91138,3.907400064734583,0,0,5,0
2023-09-01 19:15:19.835747,129.63245820999146,35.924118,139.911377,4.158114725594172,0,0,5,0
2023-09-01 19:15:20.821377,130.61808705329895,35.92412,139.911375,4.405740979171653,0,0,5,0
2023-09-01 19:15:21.807331,131.6040415763855,35.924119,139.911374,4.313549434410537,0,0,5,0
2023-09-01 19:15:22.814296,132.6110119819641,35.924119,139.911374,4.313549434410537,0,0,5,0
2023-09-01 19:15:23.855397,133.65210819244385,35.92412,139.911376,4.390926305911928,0,0,5,0
2023-09-01 19:15:24.838619,134.63532853126526,35.924121,139.911377,4.487903942035136,0.0,2,5,0
2023-09-01 19:15:25.822948,135.61965942382812,35.92412,139.91138,4.349925804892118,0,0,5,0
2023-09-01 19:15:26.811405,136.6081166267395,35.924119,139.911383,4.22772516982941,0,0,5,0
2023-09-01 19:15:27.795691,137.59240221977234,35.92412,139.911384,4.338676606477678,0,0,5,0
2023-09-01 19:15:28.798783,138.59549808502197,35.924121,139.911383,4.4496283496278375,0,0,5,0
2023-09-01 19:15:40.809174,150.60588955879211,35.924123,139.911378,5.269753762133404,0,0,5,0
2023-09-01 19:15:41.834741,151.63145112991333,35.924115,139.911383,3.783923039717762,0,0,5,0
2023-09-01 19:15:42.818155,152.6148648262024,35.924113,139.911385,3.564310497304499,0,0,5,0
2023-09-01 19:15:43.804416,153.60112738609314,35.924114,139.911387,3.686254833790193,0,0,5,0
2023-09-01 19:15:44.788242,154.584951877594,35.924114,139.911388,3.6950824860301115,0.0,2,5,0
2023-09-01 19:15:45.771857,155.5685682296753,35.924115,139.91139,3.828859221687364,0,0,5,0
2023-09-01 19:15:46.780033,156.57674837112427,35.924114,139.911391,3.73454870649031,0,0,5,0
2023-09-01 19:15:47.816716,157.61342763900757,35.924112,139.911392,3.535019935875601,0,0,5,0
2023-09-01 19:15:48.799808,158.59652018547058,35.924112,139.911392,3.535019935875601,0,0,5,0
2023-09-01 19:15:49.782639,159.57934951782227,35.924111,139.911391,3.407723143170426,0,0,5,0
2023-09-01 19:15:50.765792,160.56250166893005,35.924112,139.911391,3.5165389494044983,0,0,5,0
2023-09-01 19:15:51.761970,161.55867981910706,35.924112,139.911392,3.535019935875601,0,0,5,0
2023-09-01 19:15:52.768886,162.56560039520264,35.924111,139.911392,3.4267910333874596,0,0,5,0
2023-09-01 19:15:53.811699,163.60840940475464,35.92411,139.911392,3.3187423499630384,0,0,5,0
2023-09-01 19:15:54.797435,164.5941445827484,35.92411,139.911392,3.3187423499630384,0,0,5,0
2023-09-01 19:15:55.781966,165.57867670059204,35.92411,139.911391,3.2990500174726822,0,0,5,0
2023-09-01 19:15:56.767285,166.56399488449097,35.924111,139.91139,3.390950785471732,0,0,5,0
2023-09-01 19:15:59.511303,169.3080177307129,35.924111,139.91139,3.390950785471732,2,2,5,0
2023-09-01 19:16:00.546383,170.343092918396,35.924111,139.911391,3.407723143170426,0,0,5,0
2023-09-01 19:16:01.533722,171.3304328918457,35.924102,139.911389,2.393246287711744,0,0,5,0
2023-09-01 19:16:04.260404,174.05711364746094,35.924101,139.911391,2.3306994715192566,2,2,5,0
2023-09-01 19:16:05.245815,175.04253125190735,35.924101,139.911392,2.358491002528653,0,0,5,0
2023-09-01 19:16:06.259882,176.0565927028656,35.924092,139.911391,1.4053705036455024,0,0,5,0
2023-09-01 19:16:07.249502,177.04621481895447,35.924093,139.911392,1.5462906833332448,0,0,5,0
2023-09-01 19:16:08.238091,178.0348002910614,35.924093,139.911393,1.5929923565816615,0,0,5,0
2023-09-01 19:16:10.966945,180.7636594772339,35.924093,139.911394,1.6433272324977999,4,1,5,0
2023-09-01 19:16:12.011767,181.80847787857056,35.924093,139.911394,1.6433272324977999,0,0,5,0
2023-09-01 19:16:12.997771,182.79448223114014,35.924082,139.91139,0.5991850963324191,0,0,5,0
2023-09-01 19:16:13.987742,183.7844524383545,35.924083,139.911391,0.7158559135630359,0,3,5,0
2023-09-01 19:16:16.712070,186.50878357887268,35.924084,139.911392,0.8407078859251954,1,3,5,0
2023-09-01 19:16:19.484178,189.28088808059692,35.924083,139.91139,0.6312050825744193,23,3,5,0
2023-09-01 19:16:19.825447,189.6221604347229,35.924078,139.91138,0.4509063801576367,82,2,5,1
