datetime,elapsed time,lat,lon,distance_to_goal,area_ratio,angle,add_pwr,isReach_goal
2023-09-02 21:35:52.922413,1182.170780658722,Image Guide Sequence: Start
2023-09-02 21:36:26.872775,1216.1211364269257,35.924222,139.912069,2.448613539341821,0,0,0,0
2023-09-02 21:36:28.871009,1218.1193709373474,35.92422,139.912066,2.1919130191899843,0,0,0,0
2023-09-02 21:36:30.906911,1220.1552724838257,35.924222,139.912067,2.279088509188441,0.0,2,0,0
2023-09-02 21:36:32.900295,1222.1486563682556,35.924222,139.912068,2.170628979636368,0.0,2,0,0
2023-09-02 21:36:36.641455,1225.8898220062256,35.924222,139.912069,2.1919130191899843,2,3,0,0
2023-09-02 21:36:38.692920,1227.941282749176,35.924221,139.912052,2.53599489242434,0,0,5,0
2023-09-02 21:36:40.684950,1229.9333100318909,35.924219,139.91205,2.53599489242434,0.0,2,5,0
2023-09-02 21:36:42.684315,1231.9326767921448,35.924219,139.912051,2.6734260344523584,0,0,5,0
2023-09-02 21:36:44.716724,1233.965086698532,35.924219,139.91205,2.6387744719695903,0,0,5,0
2023-09-02 21:36:46.709442,1235.9578032493591,35.924219,139.91205,2.6734260344523584,0.0,2,5,0
2023-09-02 21:36:48.705849,1237.9542109966278,35.924217,139.912051,2.7421915526125806,0,0,5,0
2023-09-02 21:36:50.729892,1239.978255033493,35.924216,139.912049,2.8783324249121818,0,0,5,0
2023-09-02 21:36:52.725826,1241.9741876125336,35.924217,139.912048,3.050830144289025,0,0,5,0
2023-09-02 21:36:54.723213,1243.9715740680695,35.924217,139.912048,2.9498871866093705,0,0,5,0
2023-09-02 21:36:56.744840,1245.9932012557983,35.924217,139.912049,2.9498871866093705,0,0,5,0
2023-09-02 21:36:57.734756,1246.9831178188324,35.924217,139.912049,2.9129326172128764,0,0,5,0
2023-09-02 21:36:59.732407,1248.980770111084,35.924218,139.912049,2.811417692694733,0,0,5,0
2023-09-02 21:37:01.794861,1251.0432238578796,35.924218,139.91205,2.9129326172128764,0,3,5,0
2023-09-02 21:37:03.790636,1253.0389983654022,35.92422,139.912051,2.6734260344523584,0,0,5,0
2023-09-02 21:37:05.784487,1255.0328497886658,35.924222,139.912052,2.399217896363262,0,0,5,0
2023-09-02 21:37:07.828526,1257.0768873691559,35.92422,139.912051,2.502695339404181,0.0,2,5,0
2023-09-02 21:37:09.820285,1259.0686511993408,35.924219,139.912051,2.6387744719695903,0,0,5,0
2023-09-02 21:37:11.818301,1261.066663980484,35.924219,139.912051,2.6387744719695903,0,0,5,0
2023-09-02 21:37:14.847768,1264.0961351394653,35.924217,139.91205,2.7755522984196443,0,0,5,0
2023-09-02 21:37:16.849017,1266.0973780155182,35.924218,139.912048,2.811417692694733,0,0,5,0
2023-09-02 21:37:18.895220,1268.143583536148,35.924218,139.912049,2.811417692694733,0,0,5,0
2023-09-02 21:37:20.887085,1270.1354460716248,35.924215,139.91205,2.9129326172128764,0,0,5,0
2023-09-02 21:37:22.883731,1272.1320946216583,35.924214,139.91205,3.189961996958172,0,0,5,0
2023-09-02 21:37:26.670960,1275.9193222522736,35.924217,139.91205,3.0855924930396403,2,3,5,0
2023-09-02 21:37:28.668600,1277.9169614315033,35.924214,139.912035,3.9460670051044726,0,0,5,0
2023-09-02 21:37:30.715987,1279.9643511772156,35.92421,139.912033,4.002019970905848,0.0,3,5,0
2023-09-02 21:37:32.709348,1281.957710981369,35.924208,139.912033,4.409286080855427,0,0,5,0
2023-09-02 21:37:36.447588,1285.6959562301636,35.92421,139.912034,4.409286080855427,25,2,5,0
2023-09-02 21:37:40.211833,1289.460199356079,35.924208,139.912026,4.95166994456592,40,2,5,0
2023-09-02 21:37:42.208339,1291.456701517105,35.92421,139.912028,4.748678779764418,0,0,5,0
2023-09-02 21:37:45.990725,1295.2390880584717,35.92421,139.912029,4.689477642755979,10,2,5,0
2023-09-02 21:37:46.986384,1296.2347464561462,35.924211,139.912029,4.546498495138492,0,0,5,0
2023-09-02 21:37:50.733883,1299.9822483062744,35.924211,139.912029,4.462866709083455,5,2,5,0
2023-09-02 21:37:54.524328,1303.7726895809174,35.924212,139.912034,4.320151765132931,1,3,5,0
2023-09-02 21:37:58.262225,1307.5105934143066,35.924212,139.912037,4.123652971801689,61,2,5,0
2023-09-02 21:38:00.298324,1309.5466849803925,35.924211,139.912055,3.876244279438534,0,0,5,0
2023-09-02 21:38:03.295141,1312.5435030460358,35.92421,139.912058,3.4677809147921264,0.0,2,5,0
2023-09-02 21:38:05.344242,1314.5926032066345,35.924209,139.912057,3.578211404943631,0,0,5,0
2023-09-02 21:38:07.342082,1316.5904445648193,35.924209,139.912056,3.587985995359696,0,0,5,0
2023-09-02 21:38:09.334883,1318.583244562149,35.924213,139.912054,3.4902561052640917,0,0,5,0
2023-09-02 21:38:11.384593,1320.6329560279846,35.924212,139.912053,3.325104757110082,0.0,3,5,0
2023-09-02 21:38:13.381248,1322.6296091079712,35.924213,139.912052,3.4549477429869264,0,0,5,0
2023-09-02 21:38:15.378257,1324.6266181468964,35.924211,139.912052,3.2174677598883887,0,0,5,0
2023-09-02 21:38:17.408852,1326.6572134494781,35.92421,139.91205,3.4549477429869264,0,0,5,0
2023-09-02 21:38:21.141302,1330.3896625041962,35.92421,139.912047,3.6686553714428816,4,2,5,0
2023-09-02 21:38:34.662577,1343.910945892334,35.92424,139.912048,5.064311354013218,0,0,5,0
2023-09-02 21:38:36.725274,1345.973635673523,35.924242,139.91205,1.1742773287637078,0,0,5,0
2023-09-02 21:38:38.722192,1347.970553636551,35.924242,139.912049,1.1595062806590484,0.0,2,5,0
2023-09-02 21:38:40.717108,1349.9654712677002,35.924242,139.912047,1.2494449685963793,0,0,5,0
2023-09-02 21:38:42.765535,1352.013896226883,35.924244,139.912047,1.3522326490865861,0,0,5,0
2023-09-02 21:38:44.762277,1354.0106403827667,35.924245,139.912047,1.4040468358754512,0,0,5,0
2023-09-02 21:38:46.754222,1356.0025837421417,35.924245,139.912046,1.4040468358754512,0,0,5,0
2023-09-02 21:38:48.812237,1358.0605993270874,35.924244,139.912045,1.4618025807711892,0,0,5,0
2023-09-02 21:38:50.806848,1360.0552108287811,35.924243,139.912044,1.5499660940560471,0,0,5,0
2023-09-02 21:38:52.799993,1362.0483584403992,35.924241,139.912045,1.5194824379883909,0,0,5,0
2023-09-02 21:38:56.590287,1365.8386490345001,35.924241,139.912045,1.5162379884769939,2,2,5,0
2023-09-02 21:38:58.584573,1367.8329355716705,35.924225,139.91204,2.657467545463211,0.0,3,5,0
2023-09-02 21:39:00.639572,1369.8879356384277,35.924225,139.912039,2.657467545463211,0,0,5,0
2023-09-02 21:39:04.379088,1373.6274507045746,35.924224,139.912038,2.7989546527878804,1,3,5,0
2023-09-02 21:39:06.426936,1375.6752982139587,35.924214,139.912032,4.059208414206391,0,0,5,0
2023-09-02 21:39:08.426623,1377.67498421669,35.924214,139.912032,4.117580860109317,0,0,5,0
2023-09-02 21:39:10.420080,1379.6684443950653,35.924214,139.912032,4.034212734098048,0,0,5,0
2023-09-02 21:39:12.471352,1381.7197134494781,35.924215,139.912033,4.034212734098048,0,0,5,0
2023-09-02 21:39:14.469924,1383.7182857990265,35.924216,139.912035,3.748497583085125,0,0,5,0
2023-09-02 21:39:18.208192,1387.4565596580505,35.924217,139.912035,3.6887010055490324,33,3,5,0
2023-09-02 21:39:22.018032,1391.266393661499,35.924217,139.912031,3.8571234615901746,61,2,5,0
2023-09-02 21:39:25.751114,1394.9994792938232,35.92422,139.912033,3.5657201966565024,74,2,5,0
2023-09-02 21:39:27.806946,1397.05530834198,35.924222,139.912034,3.356905538527157,0.0,3,5,0
2023-09-02 21:39:30.159146,1399.4075088500977,35.924222,139.912034,3.21581738659733,90,2,5,1
