datetime,elapsed time,lat,lon,distance_to_parachute,red_area,angle,isDistant_parachute,check_count
2023-09-01 22:58:17.134079,28.89715075492859,35.924118,139.912423,0.09024954909748586,0,0,0,0
2023-09-01 22:58:19.667858,31.43093705177307,35.924118,139.912423,0.21187617090714003,0,0,0,0
2023-09-01 22:58:22.256734,34.01980638504028,35.92412,139.912424,0.21187617090714003,0,0,0,0
2023-09-01 22:58:24.787631,36.55070424079895,35.92412,139.912424,0.22191519051277944,0,0,0,0
2023-09-01 22:58:27.375927,39.138999700546265,35.924118,139.91242,0.2118761694303437,0,0,0,0
2023-09-01 22:58:29.912730,41.67580223083496,35.924119,139.912422,0.3609981872045477,0,0,0,0
2023-09-01 22:58:32.489095,44.25216746330261,35.924116,139.912423,0.378661081165319,0,0,0,0
2023-09-01 22:58:35.023147,46.78622031211853,35.924114,139.912424,0.378661081165319,0,0,0,0
2023-09-01 22:58:37.593301,49.35637807846069,35.924112,139.912425,0.7767031605945324,0,0,0,0
2023-09-01 22:58:40.232644,51.99571752548218,35.924109,139.912426,1.0026881830108856,4809,3,0,1
2023-09-01 22:58:46.012287,57.77535820007324,35.924109,139.912424,1.1095759447746425,0,0,0,1
2023-09-01 22:58:51.800220,63.563292264938354,35.92413,139.912402,2.4079946041402573,0,0,0,1
2023-09-01 22:59:04.989763,76.7528395652771,35.924136,139.912366,5.6129059192805935,0,0,0,1
2023-09-01 22:59:18.128311,89.8913881778717,35.924133,139.912321,9.406996347230715,0,0,0,1
2023-09-01 22:59:21.149081,92.9121572971344,35.924137,139.912283,12.970192622976487,0,0,1,1
