datetime(PDT),elapsed time,lat,lon,distance_to_parachute,red_area,isDistant_parachute,control
2023-09-06 17:28:20.982716,30.09010124206543,35.924199,139.912038,0.11095759610047934,18996,0,4
2023-09-06 17:28:27.748394,36.85578513145447,35.924199,139.912043,0.35007289299688515,0,0,3
2023-09-06 17:30:33.815418,162.92280960083008,35.924267,139.912073,7.532689261324974,0,0,5
2023-09-06 17:30:37.835509,166.9428997039795,35.924247,139.912459,37.41260829228596,0,1,0
