datetime,elapsed time,lat,lon,distance_to_parachute,red_area,angle,isDistant_parachute,check_count
2023-09-02 21:17:49.083659,98.33203077316284,35.923926,139.912574,0.2395649557828586,0,0,0,0
2023-09-02 21:17:51.625981,100.87435412406921,35.923924,139.912573,0.5834121666095277,0,0,0,0
2023-09-02 21:17:54.430744,103.67911744117737,35.923924,139.912571,0.6618987810279332,46,2,0,1
2023-09-02 21:17:57.184809,106.43318104743958,35.923923,139.91257,0.8581595789318651,24,1,0,2
2023-09-02 21:17:59.977194,109.22556924819946,35.923922,139.91257,0.9468307652818457,51,2,0,3
2023-09-02 21:18:02.723606,111.97197961807251,35.923919,139.91257,1.135983841679906,2,2,0,4
2023-09-02 21:18:05.514390,114.76276278495789,35.923918,139.91257,1.335261314117821,6,1,0,5
2023-09-02 21:18:08.254189,117.50256371498108,35.923918,139.91257,1.3012791958985364,3,1,0,6
2023-09-02 21:18:11.047549,120.29592323303223,35.923916,139.912571,1.5113847044877893,2,2,0,7
2023-09-02 21:18:16.808575,126.05695152282715,35.923915,139.912571,1.6176206523129228,0,0,0,7
2023-09-02 21:18:19.586628,128.83500146865845,35.923925,139.912597,1.8587697373867291,25,2,0,8
2023-09-02 21:18:22.330118,131.57849073410034,35.923923,139.912595,1.839455869002119,124,1,0,9
2023-09-02 21:18:25.098484,134.34685754776,35.923921,139.912594,1.882458117062674,3660,1,0,10
2023-09-02 21:18:27.837573,137.08594608306885,35.923921,139.912597,2.0114624720604617,4,2,0,11
2023-09-02 21:18:30.606950,139.85532307624817,35.923922,139.912594,1.8006331940127993,29,1,0,12
2023-09-02 21:18:36.380286,145.62866306304932,35.923922,139.912593,1.7556278747881888,0,0,0,12
2023-09-02 21:18:42.197302,151.4456751346588,35.923915,139.912562,1.9782076859928006,0,0,0,12
2023-09-02 21:18:44.993408,154.24177956581116,35.92389,139.912565,4.590758265063853,601,3,0,13
2023-09-02 21:18:50.750065,159.99844241142273,35.92389,139.912569,4.3732173410385,0,0,0,13
2023-09-02 21:19:03.942174,173.1905529499054,35.923853,139.912569,8.463628508096008,0,0,0,13
2023-09-02 21:19:06.958144,176.20652627944946,35.923813,139.912576,12.982038034493927,0,0,1,13
