datetime,elapsed time,lat,lon,distance_to_parachute,red_area,angle,isDistant_parachute,check_count
2023-09-01 22:51:09.880002,28.857723236083984,35.924111,139.912391,0.2926028520097373,0,0,0,0
2023-09-01 22:51:12.410565,31.38828420639038,35.924111,139.912391,0.21187618443548845,0,0,0,0
2023-09-01 22:51:14.970987,33.948713541030884,35.92411,139.912391,0.28605293571995166,0,0,0,0
2023-09-01 22:51:17.538210,36.515928745269775,35.92411,139.912391,0.28605293571995166,0,0,0,0
2023-09-01 22:51:20.065907,39.04362654685974,35.924109,139.912392,0.3500731265023135,0,0,0,0
2023-09-01 22:51:22.646355,41.62407565116882,35.924109,139.912391,0.378661090186464,0,0,0,0
2023-09-01 22:51:25.177569,44.15528845787048,35.92411,139.912395,0.3500731265023135,0,0,0,0
2023-09-01 22:51:27.745176,46.722896337509155,35.924108,139.912398,0.847504742292775,0,0,0,0
2023-09-01 22:51:30.275445,49.253164529800415,35.924108,139.912398,0.9255965577098438,0,0,0,0
2023-09-01 22:51:32.845913,51.82363271713257,35.924111,139.9124,0.9293785996365825,0,0,0,0
2023-09-01 22:51:35.375505,54.35322546958923,35.924111,139.9124,0.9927451000025431,0,0,0,0
2023-09-01 22:51:37.946093,56.92381238937378,35.924112,139.912401,1.0829998967021837,0,0,0,0
2023-09-01 22:51:40.474064,59.45178556442261,35.924112,139.912402,1.1732498859890355,0,0,0,0
2023-09-01 22:51:43.048666,62.02638816833496,35.92411,139.912404,1.268362548404741,0,0,0,0
2023-09-01 22:51:45.689033,64.6667537689209,35.924109,139.912405,1.481870430800348,23588,1,0,1
2023-09-01 22:51:51.469093,70.44681334495544,35.924108,139.912405,1.5106690950795414,0,0,0,1
2023-09-01 22:51:57.261229,76.23894906044006,35.924131,139.912405,2.836184678746573,0,0,0,1
2023-09-01 22:52:03.059672,82.03739309310913,35.924074,139.912383,2.907396268613429,0,0,0,1
2023-09-01 22:52:15.253082,94.23080801963806,35.924023,139.912352,9.068310817776075,0,0,0,1
2023-09-01 22:52:34.024625,113.00235033035278,35.923999,139.912361,12.848815592390013,0,0,0,1
2023-09-01 22:52:46.739522,125.71724891662598,35.92409,139.91248,8.51397923868475,0,0,0,1
2023-09-01 22:52:49.759446,128.7371699810028,35.924087,139.912548,14.615405988779209,0,0,1,1
