datetime(PDT),elapsed time,latest_press,delta_press,press_land_count,isLand
2023-09-06 17:23:33.757889,12.198252201080322,1011.1398,0,0,0
2023-09-06 17:23:34.764535,13.204898357391357,1011.0788,0.06100000000003547,1,0
2023-09-06 17:23:35.771156,14.211520433425903,1011.1057,0.02689999999995507,2,0
2023-09-06 17:23:36.777826,15.218189716339111,1011.1512,0.045500000000060936,3,0
2023-09-06 17:23:37.784429,16.224791526794434,1011.1597,0.008500000000026375,4,1
