datetime(PDT),elapsed time,latest_press,delta_press,press_land_count,isLand
2023-09-06 17:28:03.073440,12.180830240249634,1011.1458,0,0,0
2023-09-06 17:28:04.079611,13.18699836730957,1011.0592,0.08659999999997581,1,0
2023-09-06 17:28:05.085790,14.193179845809937,1011.1047,0.04549999999994725,2,0
2023-09-06 17:28:06.091894,15.199283599853516,1011.1631,0.058400000000006,3,0
2023-09-06 17:28:07.097986,16.205374002456665,1011.1276,0.035499999999956344,4,1
