datetime(PDT),elapsed time,latest_press,delta_press,press_land_count,isLand
2023-09-05 01:50:39.668505,16.17184329032898,1005.9123,0,0,0
2023-09-05 01:50:44.678827,21.182163953781128,1005.9724,0.060100000000034015,1,0
2023-09-05 01:50:49.686528,26.18986415863037,1005.9152,0.05719999999996617,2,0
2023-09-05 01:50:54.692593,31.195928812026978,1005.9593,0.04409999999995762,3,0
2023-09-05 01:50:59.698069,36.201444149017334,1005.9348,0.024499999999989086,4,1
