datetime(PDT),elapsed time,latest_press,delta_press,press_land_count,isLand
2023-09-05 02:01:14.859414,16.193830728530884,1005.937,0,0,0
2023-09-05 02:01:19.869883,21.204301595687866,1005.8713,0.06569999999999254,1,0
2023-09-05 02:01:24.877114,26.211533308029175,1005.9093,0.038000000000010914,2,0
2023-09-05 02:01:29.887737,31.22215747833252,1005.9068,0.0025000000000545697,3,0
2023-09-05 02:01:34.894609,36.22902870178223,1005.9452,0.03840000000002419,4,1
