datetime(PDT),elapsed time,latest_press,delta_press,press_land_count,isLand
2023-09-05 01:46:13.778728,16.322399616241455,1005.9317,0,0,0
2023-09-05 01:46:18.789193,21.332865715026855,1005.8796,0.052099999999995816,1,0
2023-09-05 01:46:23.799463,26.343135833740234,1005.9095,0.029899999999997817,2,0
2023-09-05 01:46:28.809730,31.353402614593506,1005.9067,0.0027999999999792635,3,0
2023-09-05 01:46:33.817788,36.36146140098572,1005.9093,0.0026000000000294676,4,1
