datetime(PDT),elapsed time,latest_press,delta_press,press_land_count,isLand
2023-09-05 01:45:32.136011,16.33129096031189,1006.1162,0,0,0
2023-09-05 01:45:37.148153,21.343432426452637,1006.1107,0.005500000000097316,1,0
2023-09-05 01:45:42.160171,26.35545063018799,1006.0832,0.027499999999918145,2,0
2023-09-05 01:45:47.167805,31.3630850315094,1006.0311,0.052099999999995816,3,0
2023-09-05 01:45:52.178538,36.373817682266235,1006.0611,0.029999999999972715,4,1
