datetime(PDT),elapsed time,phase,condition,lat,lon
2023-09-06 17:19:03.593012,1.2747750282287598,1,Release Detect Sequence: Start,0,0
2023-09-06 17:19:13.609977,11.291736602783203,1,Release Detect Sequence: Start,0,0
2023-09-06 17:19:13.611714,11.293472051620483,2,Land Detect Sequence: Start,0,0
2023-09-06 17:19:18.644099,16.32586693763733,2,Land Detect Sequence: End,0,0
2023-09-06 17:19:18.646046,16.32781195640564,3,Melt Sequence: Start,0,0
2023-09-06 17:19:24.651923,22.33369278907776,3,Melt Sequence: End,0,0
2023-09-06 17:19:26.658586,24.340352058410645,3,GPS Received,35.924188,139.912042
2023-09-06 17:19:27.662364,25.344130277633667,4,Parachute Avoid Sequence: Start,35.924187,139.912043
